candidate_id,fold,seed,N_train,N_validation,best_iteration,effective_trees,nodes,leaves,model_ubj_bytes,elapsed_seconds,R2,RMSE,MAE,bias,negative_prediction_pct,tail_threshold,tail_RMSE,tail_MAE,tail_bias
OPTUNA_0027,WF01,21,7411,7628,1333,1334,210354,105844,8033141,7.672028499946464,0.7418697743028326,5.194593873998735,3.7160164566640153,-0.5573295962049126,0.0,81.4345,9.812834937278101,7.512446835779112,-5.102269457855825
OPTUNA_0027,WF02,21,15039,7152,1662,1663,479033,240348,17385482,11.137542499986012,0.618820880427686,7.438033314967229,5.540474406961359,-1.4799268848367984,0.0,83.85260000000002,13.197948557207784,10.593082162611976,-10.113385010532829
OPTUNA_0027,WF03,21,22191,7158,99,100,21452,10776,796209,1.3255294000264257,0.0028350363054534533,9.95688875892671,8.909820752749534,7.671818516720869,0.0,71.9285,11.385396178196892,9.579425463415392,-2.508102257883083
OPTUNA_0027,WF01,42,7411,7628,1852,1853,309523,155688,11747431,10.665717900032178,0.7453657390497146,5.159297688822704,3.6839679340828635,-0.46346311991491046,0.0,81.4345,9.67313982126595,7.380642701355221,-5.090061486680417
OPTUNA_0027,WF02,42,15039,7152,886,887,220385,110636,8079285,6.076154500013217,0.6123268116694585,7.501125833584512,5.612897663910117,-1.5656891237126631,0.0,83.85260000000002,13.520494808160377,11.079944393861227,-10.717981947701738
OPTUNA_0027,WF03,42,22191,7158,95,96,20432,10264,758896,1.2881773000117391,-0.000491765405202127,9.973484314168985,8.947087595502369,7.6650605827985965,0.0,71.9285,11.449194875805693,9.630102920745337,-2.8776228608285916
OPTUNA_0027,WF01,84,7411,7628,1868,1869,310631,156250,11795660,11.33782869996503,0.73992051821221,5.214170329723184,3.7378363566646167,-0.4818841029758783,0.0,81.4345,9.70855402477885,7.42504128564357,-5.0798202694234185
OPTUNA_0027,WF02,84,15039,7152,1810,1811,524829,263320,19040226,12.767536300001666,0.6197102454334114,7.429351058642028,5.539907753835589,-1.4466648725812599,0.0,83.85260000000002,13.096681644902382,10.472618822364167,-9.968716660526214
OPTUNA_0027,WF03,84,22191,7158,118,119,27107,13613,1000983,1.5520246000378393,-0.012739373816378352,10.034344270140712,8.94925501925481,7.721545964328693,0.0,71.9285,11.87100541415242,10.121014414185252,-1.8611615950088929
OPTUNA_0032,WF01,21,7411,7628,1611,1612,351702,176657,13022516,11.67053019994637,0.7433047918821081,5.180134655630262,3.709986135225741,-0.44412879590983145,0.0,81.4345,9.714039318790414,7.42394741481316,-5.203018467414426
